Station ID,City,State,Start Date,End Date,,JAN,,FEB,,MAR,,APR,,MAY,,JUN,,JUL,,AUG,,SEP,,OCT,,NOV,,DEC,,ANN
14737,ALLENTOWN,PA,1948,2018,76,61,75,57,74,52,72,49,76,52,78,54,80,53,84,55,87,56,86,55,81,58,78,62,79,55
14860,ERIE,PA,1948,2018,78,72,78,71,77,67,74,61,74,61,76,63,77,63,80,63,80,63,77,63,75,66,77,71,77,65
14711,MIDDLETOWN/HARRISBURG,,1949,2018,74,60,74,57,72,54,71,50,74,53,75,53,76,53,81,55,83,57,83,56,79,58,76,62,77,56
13739,PHILADELPHIA,PA,1941,2018,73,58,72,54,71,51,70,48,74,52,75,52,77,52,80,54,82,54,81,54,77,55,74,58,76,54
94823,PITTSBURGH,PA,1952,2018,77,66,76,62,76,56,72,50,76,52,79,53,82,54,85,55,86,56,83,55,78,60,78,66,79,57
14777,AVOCA,PA,1949,2018,76,65,75,61,73,56,71,50,75,52,80,55,81,54,84,57,86,59,84,57,79,62,78,66,78,58
14778,WILLIAMSPORT,PA,1948,2018,76,61,76,57,75,52,74,48,79,51,82,54,85,54,88,56,90,58,87,57,81,60,78,63,81,56
14765,PROVIDENCE,RI,1948,2018,71,57,71,54,70,52,69,49,72,54,75,56,76,56,79,56,82,57,80,55,77,56,74,58,75,55
13883,COLUMBIA,SC,1948,2018,82,52,82,49,82,47,81,43,82,47,83,50,86,52,89,54,89,54,89,50,87,49,84,52,84,50
3870,GREENVILLE-SPARTANBURG,,1962,2018,76,53,75,50,75,49,76,47,81,52,82,53,85,55,87,57,87,57,85,52,81,51,78,55,81,53
14929,ABERDEEN,SD,1948,2018,78,72,80,71,83,67,82,53,81,51,85,56,87,54,89,54,86,53,82,55,82,66,81,73,83,61
14936,HURON,SD,1940,2018,79,70,81,70,84,65,83,54,84,54,86,57,87,53,89,54,86,53,82,54,82,64,81,71,84,60
24090,RAPID CITY,SD,1950,2018,67,64,69,62,70,55,69,48,71,49,72,50,68,42,66,39,63,41,63,49,65,60,67,65,68,52
14944,SIOUX FALLS,SD,1948,2018,77,69,80,67,81,64,80,53,81,53,83,56,85,55,87,57,85,55,81,55,81,62,80,70,82,60
13877,BRISTOL-JHNSN CTY-KNGS,,1948,2018,82,62,81,58,80,52,80,49,86,53,87,56,90,59,92,58,91,55,90,52,85,55,83,62,86,56
13882,CHATTANOOGA,TN,1948,2018,81,60,81,56,81,52,82,48,86,53,87,55,88,56,89,56,90,56,89,53,85,56,83,60,85,55
13891,KNOXVILLE,TN,1948,2018,81,63,80,59,79,54,80,51,84,55,85,57,87,59,90,58,90,57,89,54,85,57,83,63,84,57
13893,MEMPHIS,TN,1948,2018,77,62,77,58,75,55,78,53,81,56,82,56,84,57,84,56,85,55,82,52,79,56,78,61,80,56
13897,NASHVILLE,TN,1948,2018,80,64,80,59,79,54,80,51,85,55,86,55,87,56,89,55,89,55,86,53,82,57,81,63,84,56
13962,ABILENE,TX,1948,2018,72,52,73,52,70,47,73,46,80,51,80,50,74,46,74,45,78,50,76,50,74,50,72,51,75,49
23047,AMARILLO,TX,1948,2018,70,49,72,49,69,41,69,38,76,43,77,44,75,42,78,45,78,46,74,44,71,44,71,48,73,44
13958,AUSTIN,TX,1948,2018,79,59,80,59,80,56,83,56,87,59,89,55,88,50,86,49,85,53,84,54,82,57,79,58,83,55
12919,BROWNSVILLE,TX,1948,2018,88,65,89,63,88,60,89,59,90,60,91,59,92,55,92,55,92,61,90,59,88,60,87,64,90,60
12924,CORPUS CHRISTI,TX,1948,2018,86,66,87,64,87,61,89,62,92,64,93,62,93,57,92,56,91,61,89,59,86,60,85,63,89,61
13960,DALLAS,TX,1948,2018,76,58,77,57,75,53,79,55,82,56,81,53,77,49,75,48,80,52,80,52,78,54,76,57,78,54
22010,DEL RIO,TX,1951,2018,76,55,74,52,73,49,76,51,81,55,81,54,78,50,77,50,82,54,81,56,79,56,77,54,78,53
23044,EL PASO,TX,1948,2018,58,34,50,27,41,20,35,16,35,16,39,18,56,29,59,31,58,31,55,30,54,31,58,37,50,27
12923,GALVESTON,TX,1948,1962,85,74,86,75,83,71,85,72,83,70,82,69,82,68,82,67,82,67,80,64,81,66,83,71,83,69
12960,HOUSTON,TX,1969,2018,85,62,86,61,87,59,89,57,91,58,92,59,93,57,93,56,92,58,90,56,89,59,87,62,89,59
23042,LUBBOCK,TX,1948,2018,72,48,72,47,68,40,68,37,75,42,77,44,74,46,77,48,80,51,78,46,74,45,72,47,74,45
23023,MIDLAND-ODESSA,TX,1948,2018,71,46,71,44,66,36,66,34,73,37,75,41,72,42,73,42,78,48,77,45,74,43,72,45,72,42
12917,PORT ARTHUR,TX,1948,2018,87,67,88,64,88,62,90,62,91,62,92,63,94,64,94,63,92,62,91,58,89,61,88,66,90,63
23034,SAN ANGELO,TX,1948,2018,75,51,75,50,72,44,74,43,80,48,80,48,77,43,77,44,82,51,81,51,78,49,76,50,77,48
12921,SAN ANTONIO,TX,1948,2018,79,57,80,57,80,55,83,56,87,59,87,56,87,52,86,50,85,54,84,54,81,55,79,56,83,55
12912,VICTORIA,TX,1953,2018,87,64,87,62,88,59,89,59,92,60,93,59,93,56,93,55,92,59,91,56,88,59,87,62,90,59
13959,WACO,TX,1948,2018,82,62,83,61,82,57,84,57,88,59,87,54,83,48,82,47,85,52,84,54,83,57,82,60,84,56
13966,WICHITA FALLS,TX,1948,2018,77,54,78,54,77,49,78,48,84,53,83,50,77,45,77,44,82,50,81,50,79,51,78,54,79,50
24127,SALT LAKE CITY,UT,1948,2018,78,70,74,60,66,46,62,39,60,33,53,25,47,21,48,23,55,29,63,42,71,60,77,72,63,43
14742,BURLINGTON,VT,1948,2018,74,64,73,61,74,57,72,51,71,51,75,54,77,53,81,55,83,59,81,60,77,64,77,67,76,58
13733,LYNCHBURG,VA,1948,2018,74,53,73,50,72,48,72,45,80,53,81,54,84,56,87,57,87,57,85,52,79,51,76,54,79,52
13737,NORFOLK,VA,1948,2018,74,58,74,56,73,54,73,51,76,57,78,57,80,59,83,61,82,61,81,59,79,57,76,59,78,57
13740,RICHMOND,VA,1948,2018,78,55,78,51,76,48,75,46,79,52,80,53,83,55,87,57,88,56,88,53,83,51,80,55,81,53
13741,ROANOKE,VA,1948,2018,70,52,69,50,69,47,70,45,77,51,79,53,81,53,85,55,86,55,82,51,75,50,72,53,76,51
93739,WALLOPS ISLAND,VA,1966,2018,77,62,76,60,75,60,75,59,78,64,80,65,82,66,84,66,84,65,83,61,80,60,78,62,79,62
24227,OLYMPIA,WA,1948,2018,91,81,90,71,88,63,86,57,85,53,86,53,85,48,86,49,88,54,91,69,91,81,91,85,88,64
94240,QUILLAYUTE,WA,1966,2018,90,84,88,76,89,74,88,69,88,68,89,69,89,67,89,68,89,69,90,77,91,84,90,86,89,74
24233,SEATTLE,WA,1948,2018,83,76,81,69,82,64,82,58,81,54,80,53,79,48,81,50,84,56,86,69,84,76,83,79,82,63
24157,SPOKANE,WA,1948,2018,86,80,84,70,79,55,73,43,71,40,69,37,59,26,57,27,65,34,77,51,86,76,87,83,74,52
24160,WALLA WALLA,WA,1948,2000,81,77,79,67,74,52,71,43,72,42,68,35,56,25,57,28,61,33,73,50,80,72,82,79,71,50
24243,YAKIMA,WA,1948,2018,83,72,79,58,72,42,66,34,64,31,63,30,61,25,63,27,69,32,75,44,81,64,84,76,72,45
3872,BECKLEY,WV,1963,2018,79,66,78,63,77,57,73,51,80,55,84,60,88,62,89,62,89,62,85,57,79,59,79,65,82,60
13866,CHARLESTON,WV,1949,2018,78,62,77,59,76,53,75,47,83,52,86,55,89,58,92,58,92,56,88,54,81,55,79,62,83,56
13729,ELKINS,WV,1948,2018,80,64,81,61,82,55,81,50,86,54,90,58,92,60,94,60,94,59,90,54,84,58,82,65,86,58
3860,HUNTINGTON,WV,1961,2018,78,64,77,60,76,54,75,48,84,54,86,57,89,59,91,59,91,58,87,54,80,57,79,64,83,57
14898,GREEN BAY,WI,1949,2018,78,70,79,68,81,65,79,57,79,55,82,58,86,58,90,61,90,61,86,61,82,67,81,72,83,63
14920,LA CROSSE,WI,1948,2018,78,68,79,65,80,60,78,52,79,52,83,55,87,57,90,59,89,60,83,58,81,65,81,71,82,60
14837,MADISON,WI,1948,2018,79,69,80,66,81,61,80,53,80,54,82,56,85,56,89,59,90,58,85,58,83,65,82,71,83,60
14839,MILWAUKEE,WI,1948,2018,76,68,77,66,78,63,77,59,77,60,79,60,81,60,85,62,84,61,81,60,79,65,79,70,79,63
24089,CASPER,WY,1950,2018,65,61,67,58,67,48,69,43,71,40,66,32,61,26,58,25,60,31,62,43,64,56,65,62,65,44
24018,CHEYENNE,WY,1948,2018,55,51,59,50,61,46,64,44,68,46,65,41,63,38,63,39,60,39,58,43,57,51,56,53,61,45
24021,LANDER,WY,1948,2018,67,60,66,55,62,45,61,40,62,38,56,31,49,27,49,26,54,32,60,42,65,56,67,62,60,43
24029,SHERIDAN,WY,1948,2018,69,66,71,62,70,53,70,47,72,48,73,46,65,34,62,32,65,40,67,50,70,64,70,67,69,51
41415,GUAM,PC,1968,2018,81,74,78,72,77,70,79,71,80,72,80,73,85,78,87,80,87,80,87,79,83,78,80,77,82,75
40309,KOROR,PC,1951,2017,79,76,79,74,77,73,77,74,78,77,80,78,80,78,79,77,78,76,78,76,78,77,79,77,79,76
40604,KWAJALEIN- MARSHALL IS,,1952,2018,80,72,80,71,80,71,82,74,84,76,84,77,85,77,84,77,84,76,84,76,84,77,81,75,83,75
40710,MAJURO- MARSHALL IS,PC,1955,2018,79,76,79,75,80,76,82,78,82,78,83,79,83,78,82,77,82,77,81,77,82,78,81,77,81,77
61705,PAGO PAGO- AMER SAMOA,,1966,2018,87,76,88,76,88,75,88,77,87,77,85,77,84,75,84,75,84,75,84,77,85,77,85,76,86,76
40504,POHNPEI- CAROLINE IS.,,1951,2018,82,78,81,77,83,78,85,80,87,81,88,81,89,80,90,80,90,80,89,81,89,81,85,80,87,80
40505,CHUUK- E. CAROLINE IS.,,1951,2018,80,77,80,76,81,76,82,78,84,79,85,79,85,78,86,78,85,78,85,78,84,78,82,79,83,78
40308,YAP- W CAROLINE IS.,PC,1951,2018,83,77,82,76,82,75,84,76,85,77,86,79,87,79,85,79,86,79,86,80,86,80,85,80,85,78
11641,SAN JUAN,PR,1955,2018,81,65,79,63,76,61,75,63,77,67,77,66,78,67,79,68,79,68,79,68,80,68,81,67,78,66
